035600246433,Reksa Dana TRAM Pendapatan Tetap USD,"Trimegah Asset Management, PT",fixed_income_fund
035600246436,Reksa Dana TRAM Strategic Plus,"Trimegah Asset Management, PT",fixed_income_fund
035600493431,REKSA DANA PNM EKUITAS SYARIAH,"PNM Investment Management, PT",equity_fund
0D10AW,REKSA DANA MEGA DANA TERPROTEKSI XI,"Mega Capital Investama, PT",capital_protected_fund
0D10AY,MEGA ASSET MANTAP PLUS,"Mega Asset Management, PT",fixed_income_fund
0D10BF,Reksa Dana Syariah Mega Asset Multicash Syariah,"Mega Asset Management, PT",money_market_fund
21MDEF,REKSADANA MILLENIUM DYNAMIC EQUITY FUND,"Millenium Capital Management, PT",equity_fund
21PEFF,REKSA DANA PACIFIC EQUITY FLEXI FUND,"Pacific Capital Investment, PT",equity_fund
21PEGF,REKSA DANA PACIFIC EQUITY GROWTH FUND,"Pacific Capital Investment, PT",equity_fund
21PEOF,REKSA DANA PACIFIC EQUITY OPTIMUM FUND,"Pacific Capital Investment, PT",equity_fund
21PEPF,REKSA DANA PACIFIC EQUITY PROGRESIF FUND,"Pacific Capital Investment, PT",equity_fund
21PSS2,REKSA DANA SYARIAH PACIFIC SAHAM SYARIAH II,"Pacific Capital Investment, PT",equity_fund
21RSDE,REKSA DANA SENTRA DANA EKUITAS,"Anugerah Sentra Investama, PT",equity_fund
22MAMS,REKSA DANA MEGA ASSET MADANIA SYARIAH,"Mega Asset Management, PT",mixed_asset_fund
22MDBF,REKSA DANA MILLENIUM BALANCE FUND,"Millenium Capital Management, PT",mixed_asset_fund
22VCDS,REKSA DANA VICTORIA CAMPURAN DINAMIS,"Victoria Manajemen Investasi, PT",mixed_asset_fund
24CFIF,REKSA DANA CAPITAL FIXED INCOME FUND,"Capital Asset Management, PT",fixed_income_fund
24SDOU,REKSA DANA SETIABUDI DANA OBLIGASI UNGGULAN,"Setiabudi Investment Management, PT",fixed_income_fund
24SMDO,REKSA DANA SAM DANA OBLIGASI,"Samuel Aset Manajemen, PT",fixed_income_fund
25CMMF,REKSA DANA CAPITAL MONEY MARKET FUND,"Capital Asset Management, PT",money_market_fund
2FICBPIBFD00,REKSA DANA BAHANA PRIME INCOME BOND FUND,"Bahana TCW Investment Management, PT",fixed_income_fund
356118189,REKSA DANA SYAILENDRA DANA EKUITAS SEJAHTERA,"Syailendra Capital, PT",equity_fund
359655799,REKSA DANA TERPROTEKSI MNC DANA TERPROTEKSI III,"MNC Asset Management, PT",capital_protected_fund
376288308,REKSA DANA INSIGHT INSPIRASI,"Insight Investments Management, PT",mixed_asset_fund
376289764,REKSA DANA INSIGHT FELLOWSHIP,"Insight Investments Management, PT",mixed_asset_fund
378105378,REKSA DANA TERPROTEKSI INSIGHT TERPROTEKSI 5,"Insight Investments Management, PT",capital_protected_fund
378363066,REKSA DANA INSIGHT PLAN,"Insight Investments Management, PT",mixed_asset_fund
382001372,REKSA DANA INSIGHT COMMUNITY DEVELOPMENT 2,"Insight Investments Management, PT",mixed_asset_fund
383156790,REKSA DANA SYAILENDRA DANA INVESTASI DINAMIS,"Syailendra Capital, PT",mixed_asset_fund
409702053,REKSA DANA PRATAMA DANA GEMILANG SAHAM,"Pratama Capital Assets Management, PT",equity_fund
409704968,REKSA DANA OSO BORNEO EQUITY FUND,"OSO Manajemen Investasi, PT",equity_fund
415220040,REKSA DANA PRATAMA DANA ATRAKTIF SAHAM,"Pratama Capital Assets Management, PT",equity_fund
418993379,REKSA DANA MNC SMART EQUITY FUND,"MNC Asset Management, PT",equity_fund
420570381,REKSA DANA SYARIAH MNC DANA SYARIAH BAROKAH,"MNC Asset Management, PT",money_market_fund
436254610,REKSA DANA PRATAMA DANA CEMERLANG SAHAM,"Pratama Capital Assets Management, PT",equity_fund
438651092,REKSA DANA TREASURE SAHAM MANTAP,"Treasure Fund Investama, PT",equity_fund
438925939,REKSA DANA PINNACLE DANA PRIMA,"Pinnacle Persada Investama, PT",equity_fund
445313428,REKSA DANA SYARIAH TREASURE SAHAM BERKAH SYARIAH,"Treasure Fund Investama, PT",equity_fund
457021339,REKSA DANA SYARIAH MAYBANK DANA EKUITAS SYARIAH,"Maybank Asset Management, PT",equity_fund
459420911,REKSA DANA SYARIAH MNC DANA SYARIAH EKUITAS II,"MNC Asset Management, PT",equity_fund
459712596,REKSA DANA PRATAMA DANA ALPHA SAHAM,"Pratama Capital Assets Management, PT",equity_fund
460462686,REKSA DANA OSO FLORES EQUITY FUND,"OSO Manajemen Investasi, PT",equity_fund
466807571,REKSA DANA TERPROTEKSI PRATAMA TERPROTEKSI V,"Pratama Capital Assets Management, PT",capital_protected_fund
470996660,REKSA DANA PRATAMA DANA PROGRESIF SAHAM,"Pratama Capital Assets Management, PT",equity_fund
477334576,REKSA DANA SYARIAH CORFINA INVESTA SAHAM SYARIAH,"Corfina Capital, PT",equity_fund
481704791,REKSA DANA PRATAMA DANA MANTAP SAHAM,"Pratama Capital Assets Management, PT",equity_fund
486185022,REKSA DANA LAUTANDHANA MAXIMA INCOME FUND,"Lautandhana Investment Management, PT",fixed_income_fund
488606775,REKSA DANA MAJORIS SAHAM ALPHA RECOVERY PERDANA,"Majoris Asset Management, PT",equity_fund
503753419,REKSA DANA SYAILENDRA EQUITY BUMN PLUS,"Syailendra Capital, PT",equity_fund
610534,BATAVIA DANA OBLIGASI CEMERLANG,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
610537,BATAVIA PROTEKSI GEMILANG 10,"Batavia Prosperindo Aset Manajemen, PT",capital_protected_fund
610550,BATAVIA SAHAM SEJAHTERA,"Batavia Prosperindo Aset Manajemen, PT",equity_fund
610704,MEGA DANA TERPROTEKSI IX,"Mega Capital Investama, PT",capital_protected_fund
610707,REKSA DANA MEGA DANA PASAR UANG,"Mega Capital Investama, PT",money_market_fund
611904,REKSA DANA MINNA PADI PASOPATI SAHAM,"Minna Padi Aset Manajemen, PT",equity_fund
621312,REKSADANA GURU,"Insight Investments Management, PT",mixed_asset_fund
8857500,REKSA DANA PRINCIPAL STRATEGIC USD FIXED INCOME FUND,Principal Asset Management,fixed_income_fund
AAKAMU,REKSA DANA AVRIST ADA KAS MUTIARA,"Avrist Asset Management, PT",money_market_fund
AAM01FICAFIFXX00,REKSA DANA SHINHAN FIXED INCOME FUND,"Shinhan Asset Management Indonesia, PT",fixed_income_fund
AAM01FICAFIUSD00,REKSA DANA SHINHAN FIXED INCOME FUND USD,"Shinhan Asset Management Indonesia, PT",fixed_income_fund
AAM01MXCAPGBFX00,REKSA DANA SHINHAN PROFIT GLOBAL BALANCE FUND,"Shinhan Asset Management Indonesia, PT",mixed_asset_fund
AAM01MXSRDSMBF00,REKSA DANA SYARIAH SHINHAN MABRUR WAHED BALANCE FUND,"Shinhan Asset Management Indonesia, PT",mixed_asset_fund
AAM01PFCRDTAM100,REKSA DANA TERPROTEKSI ARCHIPELAGO MAS PROTEKSI 1,"Shinhan Asset Management Indonesia, PT",rd_-_terproteksi
AAM01PFCRDTAP202,REKSA DANA TERPROTEKSI SHINHAN PROTEKSI II,"Shinhan Asset Management Indonesia, PT",capital_protected_fund
AAM01PFCSHPRO404,REKSA DANA TERPROTEKSI SHINHAN PROTEKSI IV,"Shinhan Asset Management Indonesia, PT",capital_protected_fund
AAM01PFCSHPROT03,REKSA DANA TERPROTEKSI SHINHAN PROTEKSI III,"Shinhan Asset Management Indonesia, PT",capital_protected_fund
AAM01SKSSUKUKI00,REKSA DANA SYARIAH BERBASIS SUKUK SHINHAN SUKUK SYARIAH I,"Shinhan Asset Management Indonesia, PT",sukuk_based_fund
AASBUS,REKSA DANA AVRIST ADA SAHAM BLUE SAFIR,"Avrist Asset Management, PT",equity_fund
AG002FICBONDPF00,REKSA DANA KIWOOM INDONESIA BOND PLUS FUND,"Kiwoom Investment Management Indonesia, PT",fixed_income_fund
AH002EQCPESONA00,REKSA DANA SAHAM EMCO PESONA,"Emco Asset Management, PT",equity_fund
AH002EQSBAROKA00,REKSA DANA SYARIAH EMCO SAHAM BAROKAH SYARIAH,"Emco Asset Management, PT",equity_fund
AN002EQCTREEFN00,REKSA DANA SAHAM WANTEG EQUITREE FUND,"WANTEG ASSET MANAGEMENT, PT",equity_fund
AN002MXCWTGDVF00,REKSA DANA CAMPURAN WANTEG DIVERSITY FUND,"WANTEG ASSET MANAGEMENT, PT",mixed_asset_fund
ANA02EQCANASRO00,REKSA DANA SAHAM ANARGYA SUPERFUND EQUITY GROWTH,"Anargya Aset Manajemen, PT",equity_fund
ANA02EQCANASTY00,REKSA DANA SAHAM ANARGYA SUPER EQUITY,"Anargya Aset Manajemen, PT",equity_fund
ANA02FICANAGRO00,REKSA DANA PENDAPATAN TETAP ANARGYA SUPERGROWTH,"Anargya Aset Manajemen, PT",fixed_income_fund
ANA02FICANATAP00,REKSA DANA ANARGYA PENDAPATAN TETAP PADMA,"Anargya Aset Manajemen, PT",fixed_income_fund
ANA02MMCANAGAM00,REKSA DANA PASAR UANG ANARGYA SUPERGAMA,"Anargya Aset Manajemen, PT",money_market_fund
ANA02MMSAPUSPY00,REKSA DANA SYARIAH ANARGYA PASAR UANG SUPERNOVA,"Anargya Aset Manajemen, PT",money_market_fund
ANA02MMSAPUSSY00,REKSA DANA SYARIAH ANARGYA PASAR UANG SYARIAH SYANDANA,"Anargya Aset Manajemen, PT",money_market_fund
AP002MXC22PBF202,RD PACIFIC BALANCE FUND 2,"Pacific Capital Investment, PT",mixed_asset_fund
AP002PFC23PPRR00,RDT PACIFIC PROTEKSI DANA PRIMA RUPIAH,"Pacific Capital Investment, PT",capital_protected_fund
AP002PFC26PPRD00,RDT PACIFIC PROTEKSI DANA PRIMA DOLLAR,"Pacific Capital Investment, PT",capital_protected_fund
APBF,REKSA DANA AVRIST PRIME BOND FUND,"Avrist Asset Management, PT",fixed_income_fund
ARK02EQCKMBANG00,REKSA DANA ASIA RAYA SAHAM BERKEMBANG,"Asia Raya Kapital, PT",equity_fund
ARK02EQSAMANAH03,REKSA DANA SYARIAH ASIA RAYA SAHAM AMANAH SYARIAH,"Asia Raya Kapital, PT",equity_fund
ARK02EQSARSDSH00,REKSA DANA SYARIAH ASIA RAYA SYARIAH DARMA SAHAM,"Asia Raya Kapital, PT",equity_fund
ARK02EQSBAROKA02,REKSA DANA SYARIAH ASIA RAYA SYARIAH SAHAM BAROKAH,"Asia Raya Kapital, PT",equity_fund
ARK02EQSUNGGUL01,REKSA DANA SYARIAH ASIA RAYA SAHAM UNGGULAN SYARIAH,"Asia Raya Kapital, PT",equity_fund
ARK02MMSDWAKAF07,REKSA DANA SYARIAH ASIA RAYA SYARIAH DANA KAS WAKAF MUI,"Asia Raya Kapital, PT",money_market_fund
ARO02EQCAROADE00,REKSA DANA AURORA DANA EKUITAS,"Aurora Asset Management,PT",equity_fund
ARO02EQSAROSHE00,Reksa Dana Syariah Aurora Sharia Equity,"Aurora Asset Management,PT",equity_fund
ARO02EQSAROSSA00,Reksa Dana Syariah Aurora Syariah Saham Amanah,"Aurora Asset Management,PT",equity_fund
ARO02MXCAROBLC00,REKSA DANA AURORA BALANCE,"Aurora Asset Management,PT",mixed_asset_fund
ASI02FICASDATA01,REKSA DANA NUSADANA PENDAPATAN TETAP 1,"Nusadana Investama Indonesia, PT",fixed_income_fund
ASI02MMCASDALA00,REKSA DANA NUSADANA LANCAR,"Nusadana Investama Indonesia, PT",money_market_fund
ASI02PFC23NP1010,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI 10,"Nusadana Investama Indonesia, PT",capital_protected_fund
ASI02PFC23NUP800,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI 8,"Nusadana Investama Indonesia, PT",capital_protected_fund
ASI02PFC23NUP909,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI 9,"Nusadana Investama Indonesia, PT",capital_protected_fund
ASI02PFCASDPRO01,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI 1,"Nusadana Investama Indonesia, PT",capital_protected_fund
ASI02PFCASDPRO03,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI 3,"Nusadana Investama Indonesia, PT",capital_protected_fund
ASI02PFCASDPRO05,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI 5,"Nusadana Investama Indonesia, PT",capital_protected_fund
ASI02PFCASDPRO07,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI 7,"Nusadana Investama Indonesia, PT",capital_protected_fund
ASI02PFCASPPRI01,REKSA DANA TERPROTEKSI NUSADANA PROTEKSI PRIMA 1,"Nusadana Investama Indonesia, PT",capital_protected_fund
AYR02MXCRDAYBF00,REKSA DANA AYERS ASIA ASSET MANAGEMENT BALANCE FUND,PT Grow Investments Indonesia,mixed_asset_fund
B65OPF,REKSA DANA TERPROTEKSI BAHANA PROTECTED FUND G 65,"Bahana TCW Investment Management, PT",capital_protected_fund
B67OPF,REKSA DANA TERPROTEKSI BAHANA PROTECTED FUND G 67,"Bahana TCW Investment Management, PT",capital_protected_fund
B82OPF,REKSA DANA TERPROTEKSI BAHANA PROTECTED FUND H 82,"Bahana TCW Investment Management, PT",capital_protected_fund
BAM02EQCBEKHSA00,REKSA DANA BERLIAN KHATULISTIWA SAHAM,"Berlian Aset Manajemen, PT",equity_fund
BAM02MXCBEKHCA00,REKSA DANA BERLIAN KHATULISTIWA CAMPURAN,"Berlian Aset Manajemen, PT",mixed_asset_fund
BATA2MMCRDBTMM02,REKSA DANA BATIK MONEY MARKET,"Batik Aset Manajemen, PT",money_market_fund
BDIF,REKSA DANA BAHANA DISCOVERY FUND,"Bahana TCW Investment Management, PT",fixed_income_fund
BDIS,REKSA DANA BAHANA DANA INFRASTRUKTUR,"Bahana TCW Investment Management, PT",mixed_asset_fund
BDLK,REKSA DANA BAHANA DANA LIKUID,"Bahana TCW Investment Management, PT",money_market_fund
BDM02EQCBMBISA00,REKSA DANA BMI INDO SAHAM ANDALAN,"Berdikari Manajemen Investasi, PT",equity_fund
BDM02FICBIOTAP00,REKSA DANA BMI INDO OBLIGASI MANTAP,"Berdikari Manajemen Investasi, PT",fixed_income_fund
BDM02MMCBIODLC00,REKSA DANA BMI INDO DANA LANCAR,"Berdikari Manajemen Investasi, PT",money_market_fund
BDM02MMCBIODLK00,REKSA DANA BMI INDO DANA LIKUID,"Berdikari Manajemen Investasi, PT",money_market_fund
BDM02MMCBM100100,REKSA DANA BMI INDO DANA KAS,"Berdikari Manajemen Investasi, PT",money_market_fund
BDM02MMCBMBIPU00,REKSA DANA BMI INDO PASAR UANG,"Berdikari Manajemen Investasi, PT",money_market_fund
BDM02PFCRBIPS101,REKSA DANA TERPROTEKSI BMI INDO PROTEKSI SINERGI 1,"Berdikari Manajemen Investasi, PT",capital_protected_fund
BDM02PFCRBIPS202,REKSA DANA TERPROTEKSI BMI INDO PROTEKSI SINERGI 2,"Berdikari Manajemen Investasi, PT",capital_protected_fund
BDM02PFCRBIPS303,REKSA DANA TERPROTEKSI BMI INDO PROTEKSI SINERGI 3,"Berdikari Manajemen Investasi, PT",capital_protected_fund
BDOSJ,REKSA DANA BATAVIA DANA OBLIGASI SEJAHTERA,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
BII02EQCCITRAD00,REKSA DANA ARCHITAS SAHAM DINAMIS,"Architas Asset Management Indonesia, PT",equity_fund
BII02EQCMSAHAM00,REKSA DANA ARCHITAS SAHAM UTAMA,"Architas Asset Management Indonesia, PT",equity_fund
BII02FICMDOLAR00,REKSA DANA ARCHITAS OBLIGASI DOLLAR,"Architas Asset Management Indonesia, PT",fixed_income_fund
BII02FICMOBLIG00,REKSA DANA ARCHITAS OBLIGASI RUPIAH,"Architas Asset Management Indonesia, PT",fixed_income_fund
BII02MXCCITRAG00,REKSA DANA ARCHITAS DANA CAMPURAN,"Architas Asset Management Indonesia, PT",mixed_asset_fund
BII02MXCMIMBAG00,REKSA DANA ARCHITAS DANA BERIMBANG,"Architas Asset Management Indonesia, PT",mixed_asset_fund
BJ002EQCENHSTR00,REKSA DANA ASIANTRUST ENHANCED STRATEGY FUND,"Asiantrust Asset Management, PT",equity_fund
BJ002MMCRDATCF00,REKSA DANA ASIANTRUST CASH FUND,"Asiantrust Asset Management, PT",money_market_fund
BJ002MXCBALANC00,REKSA DANA ASIANTRUST BALANCED FUND,"Asiantrust Asset Management, PT",mixed_asset_fund
BJ002MXSAMNAHS00,REKSA DANA ASIANTRUST AMANAH SYARIAH FUND,"Asiantrust Asset Management, PT",mixed_asset_fund
BNPR,REKSA DANA BNP PARIBAS PROXIMA,"BNP Paribas Asset Management, PT",fixed_income_fund
BNPU,REKSA DANA BNP PARIBAS PRIMA USD,"BNP Paribas Asset Management, PT",fixed_income_fund
BOPA,Reksa Dana Optima Pendapatan Abadi,"Bahana TCW Investment Management, PT",fixed_income_fund
BPCG,REKSA DANA BATAVIA CAMPURAN GEMILANG,"Batavia Prosperindo Aset Manajemen, PT",mixed_asset_fund
BPIF,REKSA DANA BAHANA PROGRESSIVE INCOME FUND,"Bahana TCW Investment Management, PT",fixed_income_fund
BPMIF,REKSA DANA BAHANA PRIME INCOME FUND,"Bahana TCW Investment Management, PT",fixed_income_fund
BPTU,REKSA DANA PENDAPATAN TETAP UTAMA,"Bahana TCW Investment Management, PT",fixed_income_fund
BPTU2,Reksa Dana Bahana Pendapatan Tetap Utama 2,"Bahana TCW Investment Management, PT",fixed_income_fund
BQ002EQCKIEQFU00,REKSA DANA KISI EQUITY FUND,"KISI ASSET MANAGEMENT, PT",equity_fund
BQ002FICKIFIFU00,REKSA DANA KISI FIXED INCOME FUND,"KISI ASSET MANAGEMENT, PT",fixed_income_fund
BQ002MMCKILMMF00,REKSA DANA KISI LIQUID MONEY MARKET FUND,"KISI ASSET MANAGEMENT, PT",money_market_fund
BQ002MMCKIMMFU00,REKSA DANA KISI MONEY MARKET FUND,"KISI ASSET MANAGEMENT, PT",money_market_fund
BQ002MMCKIPMMF00,REKSA DANA KISI PRIORITY MONEY MARKET FUND,"KISI ASSET MANAGEMENT, PT",money_market_fund
BQ002MMCKIPMOM00,REKSA DANA KISI PREMIER MONEY MARKET FUND,"KISI ASSET MANAGEMENT, PT",money_market_fund
BQ002MXCKIBALF00,REKSA DANA KISI BALANCED FUND,"KISI ASSET MANAGEMENT, PT",mixed_asset_fund
BQ002PFCKIPFUI01,REKSA DANA TERPROTEKSI KISI PREMIER PROTECTED FUND I,"KISI ASSET MANAGEMENT, PT",capital_protected_fund
BQ002PFCKIPFUN00,REKSA DANA TERPROTEKSI KISI PROTECTED FUND,"KISI ASSET MANAGEMENT, PT",capital_protected_fund
BQ002PFCKIPPFU00,Reksa Dana Terproteksi KISI Premier Protected Fund,"KISI ASSET MANAGEMENT, PT",capital_protected_fund
BSSY,REKSA DANA BAHANA SUKUK SYARIAH,"Bahana TCW Investment Management, PT",fixed_income_fund
BTBF,REKSA DANA BAHANA TRAILBLAZER FUND,"Bahana TCW Investment Management, PT",equity_fund
BTVCAMPUTAMA,REKSA DANA BATAVIA CAMPURAN UTAMA,"Batavia Prosperindo Aset Manajemen, PT",mixed_asset_fund
BZ002EQCBSBT0000,REKSA DANA BATAVIA SAHAM BERTUMBUH,"Batavia Prosperindo Aset Manajemen, PT",equity_fund
BZ002EQCD0BV0E00,REKSA DANA BATAVIA PROVIDENTIA EQUITY FUND,"Batavia Prosperindo Aset Manajemen, PT",equity_fund
BZ002EQCD0BV0I00,REKSA DANA BATAVIA DISRUPTIVE EQUITY,"Batavia Prosperindo Aset Manajemen, PT",equity_fund
BZ002EQCD0BV8700,Reksa Dana Batavia Saham ESG Impact,"Batavia Prosperindo Aset Manajemen, PT",equity_fund
BZ002EQCDANSHM00,BATAVIA DANA SAHAM,"Batavia Prosperindo Aset Manajemen, PT",equity_fund
BZ002EQCDANSHO00,BATAVIA DANA SAHAM OPTIMAL,"Batavia Prosperindo Aset Manajemen, PT",equity_fund
BZ002FICD0BV0J00,REKSA DANA BATAVIA USD BOND FUND,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
BZ002FICD0BV5500,Reksa Dana Batavia Obligasi Platinum Plus,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
BZ002FICOBLBKM00,REKSA DANA BATAVIA OBLIGASI BERKEMBANG,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
BZ002FICOBLBTB00,REKSA DANA BATAVIA OBLIGASI BERTUMBUH,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
BZ002FICOBLTAM00,RD BATAVIA OBLIGASI UTAMA,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
BZ002FICOBLUNG00,Batavia Dana Obligasi Unggulan,"Batavia Prosperindo Aset Manajemen, PT",fixed_income_fund
BZ002GFSD0BV0G00,REKSA DANA SYARIAH BATAVIA CHINA IMPACT SHARIA EQUITY USD,"Batavia Prosperindo Aset Manajemen, PT",global_fund
BZ002GFSD0BV0H00,REKSA DANA SYARIAH BATAVIA TECHNOLOGY SHARIA EQUITY USD,"Batavia Prosperindo Aset Manajemen, PT",global_fund
BZ002GFSD0BV9800,REKSA DANA SYARIAH BATAVIA GLOBAL ESG SHARIA EQUITY USD,"Batavia Prosperindo Aset Manajemen, PT",global_fund
BZ002IFCD0BV0N00,REKSA DANA INDEKS BATAVIA INDEX PEFINDO I GRADE,"Batavia Prosperindo Aset Manajemen, PT",index_fund
BZ002MMCDNKS,BATAVIA DANA KAS GEBYAR,"Batavia Prosperindo Aset Manajemen, PT",money_market_fund
BZ002MMCKASBER00,REKSA DANA BATAVIA KAS BERTUMBUH,"Batavia Prosperindo Aset Manajemen, PT",money_market_fund
BZ002MMCKASNUS00,REKSA DANA BATAVIA DANA KAS NUSANTARA,"Batavia Prosperindo Aset Manajemen, PT",money_market_fund
BZ002MMSDANKAS00,REKSA DANA SYARIAH BATAVIA DANA KAS SYARIAH,"Batavia Prosperindo Aset Manajemen, PT",money_market_fund
BZ002MXCBCAMBH00,Batavia Campuran Bertumbuh,"Batavia Prosperindo Aset Manajemen, PT",mixed_asset_fund
BZ002MXCD0BV0K00,REKSA DANA BATAVIA CAMPURAN CEMERLANG,"Batavia Prosperindo Aset Manajemen, PT",mixed_asset_fund
